timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
70;3.0;8;-2.0;8.2319511419306;42.65181973917067;false;14.0
71;1.0;14;2.0;31.83535526574519;21.0;false;21.0
72;3.0;7;-2.0;0.0;40.70145579133654;false;14.0
73;1.0;14;2.0;29.668284212596152;50.08168401512632;false;30.0
74;3.0;10;-2.0;22.312982239029246;17.0;false;17.0
75;1.0;17;4.0;0.0;35.557881024000004;false;30.0
76;5.0;6;-4.0;6.175423360000001;11.0;false;11.0
77;1.0;11;-6.0;0.0;-130.0;false;-130.0
78;-5.0;26;4.0;0.0;-0.6703920418099685;false;-18.0
79;-1.0;18;2.0;19.25511995354448;44.375867755791965;false;14.0
80;1.0;14;2.0;33.75096417310218;27.0;false;27.0
81;5.0;10;4.0;0.0;25.520000000000003;false;14.0
82;7.0;2;-2.0;12.8;20.0;false;20.0
83;5.0;4;-2.0;0.0;49.12534721210106;false;30.0
84;3.0;10;-2.0;21.250385791223398;12.0;false;12.0
85;1.0;12;-6.0;0.0;-120.0;false;-120.0
86;-5.0;24;2.0;0.0;-60.0;false;-60.0
87;-3.0;20;2.0;0.0;-12.3;false;-15.0
88;-1.0;15;2.0;3.0;43.16069420463357;false;14.0
89;1.0;14;2.0;32.400771338481746;33.0;false;33.0
90;3.0;11;-2.0;0.0;43.26855536370686;false;14.0
91;1.0;14;2.0;32.5206170707854;27.0;false;27.0
92;3.0;9;-2.0;0.0;15.0;false;15.0
93;1.0;15;-6.0;0.0;-125.0;false;-125.0
94;-5.0;25;4.0;0.0;3.8513425625945814;false;-18.0
95;-1.0;18;2.0;24.279269513993977;11.0;false;11.0
96;1.0;11;2.0;0.0;47.46027776968084;false;30.0
97;3.0;10;-2.0;19.400308632978717;42.27484429096549;false;14.0
98;1.0;14;2.0;31.41649365662832;28.326262042440575;false;21.0
99;3.0;7;-2.0;8.140291158267308;41.71860260041169;false;14.0
100;1.0;14;2.0;30.79844733379077;51.577694188118464;false;30.0
101;3.0;10;-2.0;23.97521576457607;45.458867034190675;false;14.0
102;1.0;14;2.0;34.95429670465631;55.44475141664909;false;30.0
103;3.0;10;-2.0;28.27194601849899;49.14714888234938;false;14.0
104;1.0;14;2.0;39.052387647054864;59.202287932142156;false;30.0
105;3.0;10;-2.0;32.44698659126907;52.77413093366509;false;14.0
106;1.0;14;2.0;43.082367704072325;62.86117391377344;false;30.0
107;3.0;10;-2.0;36.51241545974827;21.4;false;16.0
108;1.0;16;-4.0;6.0;-58.633117824;false;-66.0
109;-3.0;22;4.0;8.185424639999999;56.33431605141129;false;14.0
110;1.0;14;2.0;47.03812894601255;60.140939131018754;false;30.0
111;3.0;10;-2.0;33.489932367798616;19.54284999854255;false;11.0
112;1.0;11;2.0;9.492055553936169;57.63046430455266;false;30.0
113;3.0;10;-2.0;30.700515893947404;12.0;false;12.0
114;1.0;12;2.0;0.0;54.26437144364213;false;30.0
115;3.0;10;-2.0;26.960412715157922;21.767586859855584;false;12.0
116;1.0;12;2.0;10.852874288728428;40.78833996546724;false;33.0
117;3.0;11;-2.0;8.653711072741372;58.692821884712416;false;14.0
118;1.0;14;2.0;49.65869098301379;53.32966278968771;false;30.0
119;3.0;10;-2.0;25.921847544097453;23.40041858432;false;17.0
120;1.0;17;-4.0;7.111576204800001;-49.96631736994597;false;-66.0
121;5.0;10;-6.0;5.104000000000001;-306.0;false;-306.0
122;-9.0;34;6.0;0.0;-49.96631736994597;false;-66.0
123;-3.0;22;4.0;17.81520292228226;59.35359680991372;false;14.0
124;1.0;14;2.0;50.39288534434858;49.79537991162202;false;33.0
125;3.0;11;-2.0;18.66153323513558;59.246045832022936;false;14.0
